"";"*chaine_6ter";"*chaine_ARTE";"*chaine_C8";"*chaine_Canal";"*chaine_CanalFamily";"*chaine_D17";"*chaine_Direct8";"*chaine_France2";"*chaine_France3";"*chaine_France4";"*chaine_France5";"*chaine_FranceO";"*chaine_Gulli";"*chaine_LaCinquième";"*chaine_M6";"*chaine_MonteCarloTMC";"*chaine_NRJ12";"*chaine_NT1";"*chaine_Numéro23";"*chaine_RMCDécouverteHD24";"*chaine_RMCStory";"*chaine_TF1";"*chaine_TFX";"*chaine_W9"
"eliot";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0
"film";0;0;0;11;0;0;0;8;1;0;0;0;0;0;3;11;0;0;0;0;1;13;0;0
"important";0;1;0;3;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;5;2;0;0
"emily";0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"revenir";0;0;1;1;0;0;3;6;1;0;0;0;0;0;2;5;0;0;0;0;10;7;0;0
"poilu";0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"révéler";0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;10;2;0;0
"public";0;4;0;1;0;0;6;6;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"agathe";0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"csa";0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"civilisation";0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;3;8;0;0;0
"delage";0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"théâtre";0;0;1;1;0;0;3;5;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;1
"etienne";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0
"robbie";0;0;0;1;0;0;0;1;0;0;0;0;5;0;9;0;0;0;0;0;0;0;0;0
"porte";1;2;15;2;0;0;1;4;0;0;3;0;0;0;0;8;0;0;0;0;2;7;0;0
"président";0;2;12;0;0;0;2;3;0;0;3;0;0;0;0;12;1;0;0;0;1;1;0;0
"troisième";0;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
"cirque";0;0;1;0;0;0;0;2;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pari";0;4;1;1;0;0;6;8;0;0;0;0;0;0;0;4;0;1;0;0;0;2;0;1
"part";0;1;1;2;0;0;0;1;2;1;1;0;0;0;1;1;0;0;1;0;0;5;0;0
"john";0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0
"gasnier";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0
"recevoir";0;0;1;2;0;0;0;6;1;0;7;0;0;0;0;1;0;1;0;1;2;3;0;0
"relation";0;1;0;1;0;0;0;2;1;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0
"témoignage";0;0;2;1;0;0;1;7;0;0;2;0;0;0;0;2;0;1;0;0;0;1;0;0
"express";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0
"expert";0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"léo";0;0;0;0;0;0;0;0;0;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"secret";0;1;0;6;0;0;2;2;0;0;0;0;0;0;3;0;1;0;1;3;8;5;0;0
"cyborg";0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puissant";0;0;0;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;4;0;0;0
"mener";0;0;0;3;0;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;3;4;0;0
"moment";0;0;1;1;0;0;1;5;2;0;2;0;0;0;0;3;0;1;0;1;0;3;0;0
"travers";0;0;0;4;0;0;0;0;0;1;5;0;2;0;0;1;0;1;0;0;1;1;0;0
"salvatore";0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"délirant";0;0;0;14;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"source";4;8;4;89;0;4;5;15;22;209;15;2;15;0;18;12;36;5;7;40;74;20;1;1
"jimmy";0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"aliens";1;0;0;12;0;0;0;0;1;0;0;2;1;0;0;0;2;0;0;2;4;1;1;0
"dewalle";0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"avenir";0;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"conseil";1;0;0;1;0;0;1;3;0;1;3;0;0;0;1;2;0;0;0;0;0;0;0;0
"travailler";0;2;0;2;0;0;2;3;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0
"lointain";0;0;0;2;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;8;2;0;0
"armée";0;2;0;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2;1;0
"invité";0;13;9;8;0;0;7;6;0;0;6;0;0;0;0;21;0;0;0;0;0;3;0;0
"brainiac";0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ennemi";0;0;0;9;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
"objet";0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;2;0;1;0;0;9;3;0;0
"lorenzo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
"crop";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0
"composer";0;1;0;2;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"train";0;0;0;4;0;0;2;0;1;1;3;0;1;0;0;0;0;0;0;0;0;1;0;0
"terrien";0;0;0;3;0;0;0;0;1;82;2;0;0;0;0;0;2;0;0;0;0;3;2;0
"laurie";0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"extrait";0;0;1;3;0;0;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;16;0;0
"oggy";0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"image";0;0;0;8;1;0;4;5;3;0;2;0;1;0;0;1;0;1;0;0;6;1;0;0
"tuer";0;0;0;3;0;0;1;1;0;2;0;0;1;0;1;0;2;1;0;0;0;4;0;1
"identifier";0;0;0;5;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;11;5;0;0
"lfi";0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"expliquer";0;0;0;2;0;0;0;2;1;3;1;0;0;0;2;4;0;0;0;0;1;2;0;1
"réseau";0;0;0;5;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0
"parvenir";0;1;0;6;0;0;0;1;1;0;1;0;0;0;0;0;2;0;0;0;1;3;0;0
"publier";0;0;0;1;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
"auproux";0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"seines";0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tromper";0;0;1;1;0;0;0;0;0;26;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"mélenchon";0;1;23;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"bernard";0;0;12;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"beau";0;0;0;1;0;0;4;5;3;0;0;0;0;0;1;1;0;1;0;0;0;3;0;0
"sembler";2;0;0;7;0;0;0;1;1;0;0;0;0;0;2;1;0;0;0;1;4;7;0;0
"crabe";0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cacher";0;0;0;5;0;0;2;2;1;0;1;0;0;0;3;0;0;0;0;2;6;10;0;0
"fatou";0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bruno";0;1;15;1;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"françois";0;6;1;2;0;0;1;1;0;0;3;0;0;0;0;5;0;0;0;0;0;15;0;0
"concours";0;1;0;0;0;0;2;1;0;2;1;0;0;0;0;1;1;2;0;0;0;0;0;0
"colocataire";0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"parisien";0;0;1;2;0;0;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0
"raven";0;0;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"provoquer";0;1;0;2;1;0;0;2;0;80;0;0;1;0;0;1;0;0;0;0;0;0;0;0
"système";0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;11;0;0;0
"brigitte";0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"adolescent";0;0;0;1;0;0;0;1;0;23;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"oise";0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"monter";0;3;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;4;0;0
"membre";0;0;28;4;0;0;0;4;0;1;3;0;0;0;0;0;2;0;0;0;0;0;0;0
"inédit";0;0;0;16;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"direct";0;0;0;3;0;0;6;0;0;0;3;0;0;0;0;3;0;0;0;0;1;3;0;0
"air";0;1;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;1;3;0;0
"philippe";0;1;2;2;0;0;2;7;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0
"changer";0;0;0;4;0;0;5;1;0;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0
"actualité";0;4;2;3;0;0;2;7;1;0;4;0;1;0;0;9;0;0;0;0;0;0;0;0
"m6";0;0;2;0;0;0;13;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
"mois";0;1;0;4;0;0;2;2;0;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0
"naître";0;0;0;4;0;0;0;5;0;81;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"enquête";0;3;0;4;0;0;5;2;1;1;7;0;0;0;1;1;0;2;0;0;4;5;0;0
"entretien";0;1;0;0;0;0;8;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"nouvelle";0;0;1;4;0;0;6;3;1;4;0;0;0;0;1;1;0;0;0;0;1;3;0;0
"mettre";1;3;0;10;0;0;4;5;6;0;3;0;2;0;1;1;0;0;0;0;2;5;0;0
"jeune";0;4;0;10;0;0;6;18;3;25;2;0;1;0;3;3;0;6;0;0;0;10;2;0
"construire";0;0;0;4;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;1;9;0;0;0
"réal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
"émission";0;4;0;9;0;4;31;11;0;1;3;0;0;0;2;12;0;1;0;0;1;25;0;0
"coeur";0;1;0;3;0;0;0;4;0;1;1;0;3;0;1;2;0;1;0;0;0;0;0;0
"claude";0;3;13;1;0;0;1;5;0;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0
"présidentiel";0;3;1;0;0;0;0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;0;0;0
"photo";0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;2;4;0;0
"boulot";0;0;0;0;0;0;1;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"transformer";0;0;0;5;0;0;1;1;3;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0
"frontière";0;7;0;0;0;0;1;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0
"candidat";0;3;0;0;0;0;2;0;0;1;1;0;0;0;0;9;0;0;0;0;0;0;0;0
"alien";1;0;0;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;8;0;0;0
"jean";0;13;36;11;0;0;3;8;0;0;6;0;0;0;0;5;0;0;0;0;0;6;0;0
"proposer";0;0;0;6;0;0;0;9;1;1;0;0;0;0;1;2;0;0;0;0;0;3;0;0
"fête";0;0;0;1;0;0;1;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"vérité";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;4;0;0
"manquer";0;0;0;1;0;0;0;4;0;81;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"bande";0;0;1;1;0;0;1;8;1;0;1;0;0;0;1;1;0;0;0;0;0;2;0;0
"humanité";0;0;0;23;1;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2;19;0;0;0
"gouvernement";1;2;1;3;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;3;9;0;0;0
"entrepreneur";0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"exister";0;1;1;2;0;0;1;0;0;0;0;0;0;0;2;3;0;0;0;2;6;0;0;0
"hugues";0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"voisin";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;9;0;0
"peret";0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"actuel";0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;8;0;0;0
"retour";0;4;4;5;0;0;15;2;1;0;6;0;0;0;0;11;1;1;0;0;0;1;0;0
"valentin";0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;14;0;0;0;0;0;0;0;0
"cnews";0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0
"groupe";0;1;0;10;0;0;0;7;0;0;0;0;1;0;0;2;0;0;0;0;1;1;0;0
"entier";0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;4;14;1;0;0
"langlois";0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bill";0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"frédéric";0;10;0;1;0;0;0;4;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0
"boucher";0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"figure";0;0;0;1;0;0;0;0;0;81;0;0;0;0;0;1;0;0;0;2;1;0;0;0
"haut";0;0;14;1;0;0;1;0;0;1;3;0;0;0;0;2;0;1;0;0;0;0;0;0
"antoine";0;0;0;3;0;0;0;2;0;0;0;0;0;0;0;21;0;0;0;0;0;1;0;0
"rapport";0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0
"réponse";0;0;0;2;0;0;0;1;0;0;5;0;0;0;0;3;0;0;0;0;2;2;0;0
"oeuf";0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0
"apporter";0;2;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;4;0;0;0
"place";0;1;0;3;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;1;2;0;0
"gotham";0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"animation";0;0;0;0;0;0;0;0;0;81;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"république";0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0
"chanteur";0;0;0;1;0;0;4;1;0;0;0;0;0;0;4;4;0;0;0;0;0;1;0;1
"espoir";0;0;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"didier";0;0;1;13;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"récupérer";0;0;0;1;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0
"départ";0;0;0;2;0;0;2;0;0;0;1;0;0;0;0;1;42;0;0;0;0;3;0;0
"curieux";0;0;0;1;0;0;0;5;0;26;2;0;0;0;0;0;0;0;0;0;0;1;0;0
"patrick";0;0;0;1;0;0;1;2;0;0;2;0;2;0;0;0;0;0;0;0;0;7;0;0
"réussir";0;0;0;1;0;0;1;4;0;0;1;0;1;0;0;0;0;0;0;0;0;2;0;0
"décontraction";0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bellver";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0
"lemercier";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0
"alain";0;0;0;0;0;0;0;4;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0
"samedi";0;3;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0
"phénomène";0;0;1;11;0;0;0;1;1;0;1;0;0;0;2;1;0;0;0;0;13;6;0;0
"catastrophe";0;0;0;4;0;0;0;0;0;1;4;0;1;0;1;0;0;0;0;0;1;1;0;0
"endroit";2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4;5;0;0
"péril";0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lisa";0;0;0;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"programme";0;1;1;2;0;0;4;3;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
"île";0;0;0;3;0;0;0;3;0;79;0;0;0;0;0;0;0;0;0;1;2;0;0;0
"prochain";0;3;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;0;0
"enfant";2;0;0;4;0;0;5;18;2;0;7;0;3;0;2;0;0;0;0;1;0;10;1;0
"vaisseau";0;0;0;9;0;0;0;0;10;2;2;0;3;0;2;0;0;0;0;3;4;5;0;0
"profiter";0;0;0;4;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"emmanuel";0;2;1;0;0;0;1;1;0;0;3;0;0;0;0;8;0;0;0;0;0;0;0;0
"mission";0;0;0;5;0;0;0;3;1;0;3;0;0;0;3;0;1;0;0;0;2;0;0;0
"style";0;2;0;1;0;0;2;1;0;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0
"manière";0;0;1;16;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0
"bout";0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
"organiser";0;0;0;6;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"beast";0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"affrontement";0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"marionnette";0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"blanc";0;0;0;1;0;0;6;0;0;0;1;0;1;0;0;4;0;0;0;0;3;2;0;0
"passer";0;2;0;18;1;0;1;4;2;0;3;0;0;0;2;8;1;1;0;1;22;8;0;0
"scooby";0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"professeur";0;0;0;1;0;0;0;5;0;0;0;0;2;0;2;1;0;4;0;0;0;10;0;0
"nathalie";0;11;0;0;0;0;0;2;0;0;1;0;0;0;0;12;0;0;0;0;0;0;0;0
"respirer";0;0;0;0;0;0;0;1;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chaouch";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
"maison";0;0;0;5;0;0;1;2;0;1;2;0;1;0;1;1;0;0;0;0;2;16;0;0
"tourner";0;0;0;2;0;0;1;2;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0
"vincent";0;1;6;2;0;0;0;0;0;0;1;0;0;0;0;5;0;2;0;0;0;1;0;0
"intelligence";0;0;0;2;0;0;3;0;1;6;0;0;0;0;0;0;0;0;0;2;3;0;0;0
"matin";0;0;0;0;0;0;0;8;0;2;1;0;0;0;0;3;0;0;0;0;0;1;0;0
"raconter";0;0;0;5;0;0;0;4;2;1;0;0;0;0;1;2;0;0;0;1;3;1;0;0
"année";0;0;8;4;0;0;3;11;3;0;1;0;0;0;0;1;0;0;0;3;19;1;0;1
"publicité";0;0;0;1;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0
"duo";0;0;0;1;0;0;0;0;0;26;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"détruire";1;0;0;8;0;0;0;1;0;0;0;0;2;0;0;1;1;0;0;0;0;1;0;0
"bristielle";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0
"arriver";0;0;0;4;0;0;0;3;4;3;2;0;1;0;2;1;1;0;0;0;1;2;0;0
"propos";0;2;1;0;0;0;2;3;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0
"prince";0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"humour";0;2;2;1;0;0;3;3;0;162;0;0;0;0;1;4;0;0;0;0;0;0;0;0
"plateau";0;3;2;3;0;0;20;11;0;0;1;0;0;0;2;2;0;0;0;0;0;3;0;0
"monstre";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0
"réveiller";0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;42;0;0;0;0;4;0;0
"anne";0;1;1;2;0;0;0;4;0;0;2;0;0;0;0;16;0;0;0;0;0;2;0;0
"question";0;6;3;3;0;0;5;1;0;26;13;0;0;0;0;3;0;0;0;0;7;0;0;0
"long";0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;2;4;0;0;0
"présentation";0;3;1;2;0;0;1;4;0;0;2;0;0;0;0;3;0;0;0;0;0;4;0;0
"compagnie";0;0;0;3;0;0;0;1;0;0;3;2;0;0;1;0;0;0;0;0;0;2;0;0
"nasa";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;9;1;0;0;1;1;0;0;0
"antique";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11;0;0;0
"chose";0;0;1;11;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0
"depétrini";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0
"olivier";0;3;1;5;0;0;2;5;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0
"lrem";0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"claviere";0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"journaliste";0;30;22;7;0;0;10;8;0;0;3;0;0;0;0;3;0;0;0;0;1;2;0;0
"patron";0;1;11;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0
"fédération";0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"watrin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
"nuit";0;0;0;3;0;0;1;3;0;1;1;0;0;0;1;2;0;0;0;1;1;3;0;0
"permettre";0;2;2;2;0;4;0;3;1;1;2;0;0;0;0;0;0;0;2;2;4;2;0;0
"tsoukalos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0
"polémiste";0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
"nombreux";0;2;2;2;1;0;0;5;0;80;1;0;0;0;0;1;0;1;1;2;8;0;0;0
"chalumeau";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0
"centre";0;9;0;1;0;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;3;2;0;0
"lutte";0;1;1;3;0;0;0;1;0;55;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"défense";0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;1;0;0
"xavier";0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;0;30;0;0
"rendre";2;0;1;1;0;0;0;5;2;2;0;0;5;0;1;2;1;1;0;0;7;14;0;0
"partie";1;1;1;8;0;0;0;8;1;0;1;0;0;0;0;4;0;0;0;0;7;9;1;0
"partir";0;4;2;5;0;0;3;3;2;2;5;0;1;0;1;6;0;0;0;2;1;4;0;0
"chemin";0;0;0;3;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"joe";0;0;14;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"pomart";0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"disciple";0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"préparer";0;0;0;7;0;0;0;2;2;0;2;0;0;0;0;0;1;1;0;0;1;0;1;0
"mère";0;0;0;1;0;0;0;6;0;0;1;0;0;0;0;2;0;0;0;0;0;20;0;0
"janvier";0;1;0;0;0;0;3;0;0;0;3;0;0;0;0;2;0;0;0;0;0;1;0;0
"américain";0;3;0;13;0;0;2;3;1;0;2;0;0;1;0;9;0;0;0;3;7;0;0;0
"soirée";0;0;0;3;0;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"conquérant";0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"série";0;1;0;22;0;0;3;1;0;81;0;0;0;0;1;2;0;1;0;0;1;1;0;0
"val";0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"humain";0;0;0;12;0;0;0;1;1;1;0;0;4;0;4;1;0;0;0;4;14;7;0;0
"marier";0;2;0;0;0;0;2;2;0;0;2;0;2;0;0;2;0;0;0;0;0;3;0;0
"michaël";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2;0;0
"atterrir";0;0;0;4;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"fantôme";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;10;0;0
